Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
SOFR-3M - CHICAGO MERCANTILE EXCHANGE,230207,2/7/2023,134741,CME ,00,134 ,9273630,2833201,2910842,1259738,563722,475847,482133,1416831,1329807,2539043,81598,173767,80225,9256491,9251402,17139,22228,253459,33740,-42887,109581,-39987,48253,-31836,229920,214740,-42356,4293,12338,-3743,259612,264090,-6153,-10631,100,30.6,31.4,13.6,6.1,5.1,5.2,15.3,14.3,27.4,0.9,1.9,0.9,99.8,99.8,0.2,0.2,648,63,87,127,21,44,48,71,131,159,47,100,90,477,595,25.3,27,37,37.4,23.1,24.4,31.4,30,"($2,500 x Contract IMM Index)",F33,FutOnly
SOFR-3M - CHICAGO MERCANTILE EXCHANGE,230131,1/31/2023,134741,CME ,00,134 ,9020171,2799461,2953729,1150157,603709,427594,513969,1186911,1115067,2581399,77305,161429,83968,8996879,8987312,23292,32859,87151,16078,-128280,-11904,-13673,9973,-25379,46811,105398,99921,-41807,12252,9111,79158,71092,7993,16059,100,31,32.7,12.8,6.7,4.7,5.7,13.2,12.4,28.6,0.9,1.8,0.9,99.7,99.6,0.3,0.4,628,58,92,119,20,50,42,79,113,159,40,99,86,455,579,27.5,27,39.3,37.1,25.9,24.4,32.7,29.9,"($2,500 x Contract IMM Index)",F33,FutOnly
SOFR-3M - CHICAGO MERCANTILE EXCHANGE,230124,1/24/2023,134741,CME ,00,134 ,8933020,2783383,3082009,1162061,617382,417621,539348,1140100,1009669,2481478,119112,149177,74857,8917721,8916220,15299,16800,133871,16990,33677,70533,-9499,100832,-76135,14220,-71485,84786,40898,1420,-11848,129945,131780,3926,2091,100,31.2,34.5,13,6.9,4.7,6,12.8,11.3,27.8,1.3,1.7,0.8,99.8,99.8,0.2,0.2,615,51,97,121,21,45,39,79,114,151,46,92,84,450,560,27.3,29.1,39.6,38.9,25.6,26.5,32.8,31.9,"($2,500 x Contract IMM Index)",F33,FutOnly
SOFR-3M - CHICAGO MERCANTILE EXCHANGE,230117,1/17/2023,134741,CME ,00,134 ,8799149,2766393,3048332,1091528,626881,316789,615483,1125880,1081154,2396692,78214,147757,86705,8787776,8784440,11373,14709,231153,-77424,-49964,114024,45566,36460,34804,27528,7695,108804,-14411,-9075,1117,240008,243865,-8855,-12712,100,31.4,34.6,12.4,7.1,3.6,7,12.8,12.3,27.2,0.9,1.7,1,99.9,99.8,0.1,0.2,602,54,94,123,28,36,38,72,121,148,42,91,75,443,543,26.9,28.6,39.3,39.1,24.9,26.2,32.2,31.3,"($2,500 x Contract IMM Index)",F33,FutOnly
SOFR-3M - CHICAGO MERCANTILE EXCHANGE,230110,1/10/2023,134741,CME ,00,134 ,8567996,2843817,3098296,977504,581315,280329,580679,1098352,1073459,2287888,92625,156832,85588,8547768,8540575,20228,27421,431098,171771,152896,34666,34341,-57847,91916,-28908,88396,113978,14642,4669,-1619,430787,427055,311,4043,100,33.2,36.2,11.4,6.8,3.3,6.8,12.8,12.5,26.7,1.1,1.8,1,99.8,99.7,0.2,0.3,583,50,92,118,25,37,37,66,122,147,41,82,75,432,528,27.9,29.2,40.3,39.9,26.3,27.4,34,32.3,"($2,500 x Contract IMM Index)",F33,FutOnly
SOFR-3M - CHICAGO MERCANTILE EXCHANGE,230103,1/3/2023,134741,CME ,00,134 ,8136898,2672046,2945400,942838,546974,338176,488763,1127260,985063,2173910,77983,152163,87207,8116981,8113520,19917,23378,11071,159539,-8308,-46113,1198,39321,5122,-37913,88857,-71511,-447,3235,1306,11181,11909,-110,-838,100,32.8,36.2,11.6,6.7,4.2,6,13.9,12.1,26.7,1,1.9,1.1,99.8,99.7,0.2,0.3,562,52,89,121,18,46,31,63,122,140,40,79,62,410,506,28,29.1,41.1,39.9,26.8,27,35,32.1,"($2,500 x Contract IMM Index)",F33,FutOnly
SOFR-1M - CHICAGO MERCANTILE EXCHANGE,230228,2/28/2023,134742,CME ,00,134 ,813348,223334,203886,232007,100,17160,20284,173936,161225,161775,953,15280,412,812801,812029,547,1319,97881,53208,4190,18608,0,12116,-1486,-9874,20748,36884,435,6246,-5,97770,97301,111,580,100,27.5,25.1,28.5,0,2.1,2.5,21.4,19.8,19.9,0.1,1.9,0.1,99.9,99.8,0.1,0.2,167,28,47,50,,,,26,44,44,5,10,,114,151,33.7,19.5,50.7,32.9,26.4,13.6,35.8,20.6,"($4,167 x Contract IMM Index)",F33,FutOnly
SOFR-1M - CHICAGO MERCANTILE EXCHANGE,230221,2/21/2023,134742,CME ,00,134 ,715467,170126,199696,213399,100,5044,21770,183810,140477,124891,518,9034,417,715031,714728,436,739,55130,25276,1433,2655,-2018,903,2696,13305,34391,13132,247,-138,38,55331,55110,-201,20,100,23.8,27.9,29.8,0,0.7,3,25.7,19.6,17.5,0.1,1.3,0.1,99.9,99.9,0.1,0.1,166,29,46,49,,,,29,41,45,5,10,4,116,149,31.4,24.5,47.3,38.2,22.8,19.1,32.4,27.3,"($4,167 x Contract IMM Index)",F33,FutOnly
SOFR-1M - CHICAGO MERCANTILE EXCHANGE,230214,2/14/2023,134742,CME ,00,134 ,660337,144850,198263,210744,2118,4141,19074,170505,106086,111759,271,9172,379,659700,659618,637,719,30053,22546,12520,615,-10032,185,8329,6051,5141,2679,-100,577,-327,29761,29719,292,334,100,21.9,30,31.9,0.3,0.6,2.9,25.8,16.1,16.9,0,1.4,0.1,99.9,99.9,0.1,0.1,160,30,43,50,,,,31,36,45,5,9,,116,143,32.4,29.1,47.2,43.4,22.7,22.7,30.5,29.7,"($4,167 x Contract IMM Index)",F33,FutOnly
SOFR-1M - CHICAGO MERCANTILE EXCHANGE,230207,2/7/2023,134742,CME ,00,134 ,630284,122304,185743,210129,12150,3956,10745,164454,100945,109080,371,8595,706,629939,629899,345,385,-137355,27970,10780,-74168,-27502,356,2732,-20285,-20590,-46815,232,-10066,314,-137522,-137457,167,102,100,19.4,29.5,33.3,1.9,0.6,1.7,26.1,16,17.3,0.1,1.4,0.1,99.9,99.9,0.1,0.1,159,29,45,49,,,,27,39,40,5,8,5,113,141,31.8,28,48.6,42.2,20.6,18.8,28.2,25.8,"($4,167 x Contract IMM Index)",F33,FutOnly
SOFR-1M - CHICAGO MERCANTILE EXCHANGE,230131,1/31/2023,134742,CME ,00,134 ,767639,94334,174963,284297,39652,3600,8013,184739,121535,155895,139,18661,392,767461,767356,178,283,32417,-17595,10816,19927,-3353,541,557,18691,-14400,14507,-33,760,-229,32472,32479,-55,-62,100,12.3,22.8,37,5.2,0.5,1,24.1,15.8,20.3,0,2.4,0.1,100,100,0,0,169,26,50,53,,,,30,40,44,4,12,6,122,151,29.5,26.1,50,41,20.3,13.5,27,21,"($4,167 x Contract IMM Index)",F33,FutOnly
SOFR-1M - CHICAGO MERCANTILE EXCHANGE,230124,1/24/2023,134742,CME ,00,134 ,735222,111929,164147,264370,43005,3059,7456,166048,135935,141388,172,17901,621,734989,734877,233,345,67166,-21121,-47589,80879,274,895,2313,-17233,2399,22676,-604,5730,-16,67168,67287,-2,-121,100,15.2,22.3,36,5.8,0.4,1,22.6,18.5,19.2,0,2.4,0.1,100,100,0,0,168,30,47,50,,,,32,38,47,,11,6,123,149,30.7,25.8,51.6,40.2,22.9,14.2,30.1,20.7,"($4,167 x Contract IMM Index)",F33,FutOnly
SOFR-1M - CHICAGO MERCANTILE EXCHANGE,230117,1/17/2023,134742,CME ,00,134 ,668056,133050,211736,183491,42731,2164,5143,183281,133536,118712,776,12171,637,667821,667590,235,466,57376,8220,7067,32617,-12006,918,-177,7627,-3945,20592,328,29,92,57293,57193,83,183,100,19.9,31.7,27.5,6.4,0.3,0.8,27.4,20,17.8,0.1,1.8,0.1,100,99.9,0,0.1,166,25,51,50,,,,37,32,47,4,10,6,122,148,31.7,29.9,49.7,43.9,28.4,21.5,40.8,29.1,"($4,167 x Contract IMM Index)",F33,FutOnly
SOFR-1M - CHICAGO MERCANTILE EXCHANGE,230110,1/10/2023,134742,CME ,00,134 ,610680,124830,204669,150874,54737,1246,5320,175654,137481,98120,448,12142,545,610528,610397,152,283,38889,6585,6201,17851,3517,-546,-34,15035,15762,-3204,-252,3827,-633,38865,39224,24,-335,100,20.4,33.5,24.7,9,0.2,0.9,28.8,22.5,16.1,0.1,2,0.1,100,100,0,0,168,30,47,50,,,,37,31,45,4,11,6,122,149,36.6,30.6,52.1,44.1,34.4,25.8,45,33.4,"($4,167 x Contract IMM Index)",F33,FutOnly
SOFR-1M - CHICAGO MERCANTILE EXCHANGE,230103,1/3/2023,134742,CME ,00,134 ,571791,118245,198468,133023,51220,1792,5354,160619,121719,101324,700,8315,1178,571663,571173,128,618,-175502,23696,-69336,-65120,-325,-4123,785,-109316,-5663,-24950,-368,-7703,236,-175362,-175874,-140,372,100,20.7,34.7,23.3,9,0.3,0.9,28.1,21.3,17.7,0.1,1.5,0.2,100,99.9,0,0.1,165,27,50,47,,,,30,37,46,4,9,6,120,145,38.3,30.9,53.8,43.9,35.4,25,47.1,33.2,"($4,167 x Contract IMM Index)",F33,FutOnly
BITCOIN - CHICAGO MERCANTILE EXCHANGE,230228,2/28/2023,133741,CME ,00,133 ,15161,369,5140,206,7047,240,655,4527,6106,282,682,1452,161,13929,14242,1232,919,-1340,21,-205,17,-359,170,-365,-87,-299,-179,58,-94,-280,-1174,-1235,-166,-105,100,2.4,33.9,1.4,46.5,1.6,4.3,29.9,40.3,1.9,4.5,9.6,1.1,91.9,93.9,8.1,6.1,110,5,9,,10,,,27,35,10,9,10,,63,65,57.1,37.8,65.5,50.5,53.3,37.2,61.7,48.5,(5 Bitcoins),F85,FutOnly
BITCOIN - CHICAGO MERCANTILE EXCHANGE,230221,2/21/2023,133741,CME ,00,133 ,16501,348,5345,189,7406,70,1020,4614,6405,461,624,1546,441,15103,15477,1398,1024,1343,-8,47,27,219,-2,276,407,246,67,-158,125,383,1213,1169,130,174,100,2.1,32.4,1.1,44.9,0.4,6.2,28,38.8,2.8,3.8,9.4,2.7,91.5,93.8,8.5,6.2,115,4,9,5,11,,4,33,37,15,8,10,4,74,69,55.4,35,63.8,49,50.3,33.2,58.1,44,(5 Bitcoins),F85,FutOnly
BITCOIN - CHICAGO MERCANTILE EXCHANGE,230214,2/14/2023,133741,CME ,00,133 ,15158,356,5298,162,7187,72,744,4207,6159,394,782,1421,58,13890,14308,1268,850,-1685,53,-529,70,-534,44,46,-1067,-531,-83,-14,-739,20,-1509,-1702,-176,17,100,2.3,35,1.1,47.4,0.5,4.9,27.8,40.6,2.6,5.2,9.4,0.4,91.6,94.4,8.4,5.6,105,5,9,,10,,4,21,36,11,10,11,,61,64,57.4,36.8,67,49.6,53.9,35.9,63.4,47.6,(5 Bitcoins),F85,FutOnly
BITCOIN - CHICAGO MERCANTILE EXCHANGE,230207,2/7/2023,133741,CME ,00,133 ,16843,303,5827,92,7721,28,698,5274,6690,477,796,2160,38,15399,16010,1444,833,-699,11,30,16,-428,-30,18,-409,-511,248,30,-553,6,-508,-776,-191,77,100,1.8,34.6,0.5,45.8,0.2,4.1,31.3,39.7,2.8,4.7,12.8,0.2,91.4,95.1,8.6,4.9,108,,9,,10,,4,29,35,10,11,9,,63,62,59.7,40,66.9,53.7,56.6,39.4,63.9,52.7,(5 Bitcoins),F85,FutOnly
BITCOIN - CHICAGO MERCANTILE EXCHANGE,230131,1/31/2023,133741,CME ,00,133 ,17542,292,5797,76,8149,58,680,5683,7201,229,766,2713,32,15907,16786,1635,756,152,-12,1451,-31,478,-5,-115,78,-441,-413,-3,-110,2,-16,338,168,-186,100,1.7,33,0.4,46.5,0.3,3.9,32.4,41,1.3,4.4,15.5,0.2,90.7,95.7,9.3,4.3,114,,10,,10,,4,30,35,7,10,13,,60,67,58.8,42.1,66.2,54.9,56,42.1,63.4,54.7,(5 Bitcoins),F85,FutOnly
BITCOIN - CHICAGO MERCANTILE EXCHANGE,230124,1/24/2023,133741,CME ,00,133 ,17390,304,4346,107,7671,63,795,5605,7642,642,769,2823,30,15923,16448,1467,942,1505,101,724,16,644,-243,219,314,1152,167,0,-339,17,1478,1713,27,-208,100,1.7,25,0.6,44.1,0.4,4.6,32.2,43.9,3.7,4.4,16.2,0.2,91.6,94.6,8.4,5.4,115,4,11,5,9,,4,34,37,17,8,9,,71,71,58.2,46.3,65.2,57.1,54.9,46,62,55.6,(5 Bitcoins),F85,FutOnly
BITCOIN - CHICAGO MERCANTILE EXCHANGE,230117,1/17/2023,133741,CME ,00,133 ,15885,203,3622,91,7027,306,576,5291,6490,475,769,3162,13,14445,14735,1440,1150,994,-103,46,10,815,-574,-75,74,-122,140,68,1171,-36,893,560,101,434,100,1.3,22.8,0.6,44.2,1.9,3.6,33.3,40.9,3,4.8,19.9,0.1,90.9,92.8,9.1,7.2,113,,8,,8,4,4,31,36,15,9,13,,68,67,57.8,41.7,65.3,55,55.7,41.5,63.2,54.5,(5 Bitcoins),F85,FutOnly
BITCOIN - CHICAGO MERCANTILE EXCHANGE,230110,1/10/2023,133741,CME ,00,133 ,14891,306,3576,81,6212,880,651,5217,6612,335,701,1991,49,13552,14175,1339,716,361,6,-67,18,446,-43,-80,764,962,-349,-596,202,-84,125,559,236,-198,100,2.1,24,0.5,41.7,5.9,4.4,35,44.4,2.2,4.7,13.4,0.3,91,95.2,9,4.8,111,4,4,,5,8,4,27,42,16,9,11,,62,72,57.5,37.5,66.9,49.7,53.5,36.9,62.9,47.9,(5 Bitcoins),F85,FutOnly
BITCOIN - CHICAGO MERCANTILE EXCHANGE,230103,1/3/2023,133741,CME ,00,133 ,14530,300,3643,63,5766,923,731,4453,5650,684,1297,1789,133,13427,13616,1103,914,-1498,28,-16,-32,-175,-46,-535,-315,-1040,-147,-126,357,-8,-1310,-1467,-188,-31,100,2.1,25.1,0.4,39.7,6.4,5,30.6,38.9,4.7,8.9,12.3,0.9,92.4,93.7,7.6,6.3,99,4,4,,5,7,4,18,41,9,10,9,,47,68,58.2,35.9,71.2,48.3,53.3,34.3,65.5,46.3,(5 Bitcoins),F85,FutOnly
MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,230228,2/28/2023,133742,CME ,00,133 ,7822,297,1403,0,497,0,0,2312,3844,364,2363,754,30,5863,6395,1959,1427,-5683,-56,-1023,0,26,-24,-2,-4347,-3530,-675,-29,-271,17,-5066,-5508,-617,-175,100,3.8,17.9,0,6.4,0,0,29.6,49.1,4.7,30.2,9.6,0.4,75,81.8,25,18.2,76,,,0,4,0,0,13,9,6,28,16,,52,31,31.1,57.8,45.7,70.9,29.4,56.6,44.1,68.5,(Bitcoin X $0.10),F85,FutOnly
MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,230221,2/21/2023,133742,CME ,00,133 ,13505,353,2426,0,471,24,2,6659,7374,1039,2392,1025,13,10929,11903,2576,1602,1445,-83,1921,-71,-23,-5,-21,294,-1482,363,446,269,-12,893,962,552,483,100,2.6,18,0,3.5,0.2,0,49.3,54.6,7.7,17.7,7.6,0.1,80.9,88.1,19.1,11.9,91,,,0,,,,16,12,6,32,21,,60,40,50.7,60.3,60.9,72.7,49,58.9,56.7,67.5,(Bitcoin X $0.10),F85,FutOnly
MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,230214,2/14/2023,133742,CME ,00,133 ,12060,436,505,71,494,29,23,6365,8856,676,1946,756,25,10036,10941,2024,1119,759,117,-341,71,29,12,10,556,617,303,185,109,-35,1236,746,-477,13,100,3.6,4.2,0.6,4.1,0.2,0.2,52.8,73.4,5.6,16.1,6.3,0.2,83.2,90.7,16.8,9.3,81,4,,,,,,10,14,6,29,17,,51,39,55.6,67.7,64,76.9,53.4,67.1,60.8,73.8,(Bitcoin X $0.10),F85,FutOnly
MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,230207,2/7/2023,133742,CME ,00,133 ,11301,319,846,0,465,17,13,5809,8239,373,1761,647,60,8800,10195,2501,1106,5525,9,-366,0,-15,-6,0,5209,5740,249,65,-60,24,5541,5581,-16,-56,100,2.8,7.5,0,4.1,0.2,0.1,51.4,72.9,3.3,15.6,5.7,0.5,77.9,90.2,22.1,9.8,78,,4,0,,,,14,10,5,29,15,,54,31,53.2,67.2,59.2,78.7,52.9,66.9,58.6,75.7,(Bitcoin X $0.10),F85,FutOnly
MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,230131,1/31/2023,133742,CME ,00,133 ,5776,310,1212,0,480,23,13,600,2499,124,1696,707,36,3259,4614,2517,1162,-3012,25,-1274,-19,148,-57,-1,-2044,-608,-349,-502,-459,34,-2708,-2733,-304,-279,100,5.4,21,0,8.3,0.4,0.2,10.4,43.3,2.1,29.4,12.2,0.6,56.4,79.9,43.6,20.1,80,,,0,,,,12,10,4,32,16,,56,30,17.5,40.6,25.1,59.7,17.5,40.2,25.1,57.7,(Bitcoin X $0.10),F85,FutOnly
MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,230124,1/24/2023,133742,CME ,00,133 ,8788,285,2486,19,332,80,14,2644,3107,473,2198,1166,2,5967,7347,2821,1441,858,-146,1752,19,188,-771,-23,519,532,-139,344,-467,-48,714,855,144,3,100,3.2,28.3,0.2,3.8,0.9,0.2,30.1,35.4,5.4,25,13.3,0,67.9,83.6,32.1,16.4,89,,,,,,,10,11,4,38,20,,58,39,30.9,43.5,40.5,61.8,28.4,43.4,37.1,59.2,(Bitcoin X $0.10),F85,FutOnly
MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,230117,1/17/2023,133742,CME ,00,133 ,7930,431,734,0,144,851,37,2125,2575,612,1854,1633,50,5253,6492,2677,1438,668,42,200,0,1,-393,37,215,-123,37,167,647,-43,456,362,212,306,100,5.4,9.3,0,1.8,10.7,0.5,26.8,32.5,7.7,23.4,20.6,0.6,66.2,81.9,33.8,18.1,80,,,0,4,,,8,7,5,33,20,,54,34,28.7,40.5,37.4,58.2,26.7,39,34,55.1,(Bitcoin X $0.10),F85,FutOnly
MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,230110,1/10/2023,133742,CME ,00,133 ,7262,389,534,0,143,1244,0,1910,2698,575,1687,986,93,4797,6130,2465,1132,833,-179,534,0,5,-5,-32,389,642,-201,362,-125,-1,343,812,490,21,100,5.4,7.4,0,2,17.1,0,26.3,37.2,7.9,23.2,13.6,1.3,66.1,84.4,33.9,15.6,75,,,0,,,0,10,7,5,29,19,,49,32,33.9,50,41,64.2,26.8,47,33.9,59.2,(Bitcoin X $0.10),F85,FutOnly
MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,230103,1/3/2023,133742,CME ,00,133 ,6429,568,0,0,138,1249,32,1521,2056,776,1325,1111,94,4454,5318,1975,1111,-4717,368,-507,0,17,26,-7,-4333,-3226,85,-530,-685,-4,-4404,-4318,-313,-399,100,8.8,0,0,2.1,19.4,0.5,23.7,32,12.1,20.6,17.3,1.5,69.3,82.7,30.7,17.3,70,,0,0,,,,8,9,5,22,22,,40,37,35,41.9,46.2,57.1,24.1,37.5,35.3,49.4,(Bitcoin X $0.10),F85,FutOnly
ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,230228,2/28/2023,146021,CME ,00,146 ,4126,141,373,65,999,129,50,1489,2540,262,345,218,36,3387,3673,739,453,-574,0,1,-51,148,27,-25,-200,63,-188,-40,-298,10,-346,-461,-228,-113,100,3.4,9,1.6,24.2,3.1,1.2,36.1,61.6,6.3,8.4,5.3,0.9,82.1,89,17.9,11,65,,6,,6,,,16,18,6,7,5,,39,37,45.2,36.9,55.5,53.9,43.1,31.9,52.6,48.9,(50 Index Points),F85,FutOnly
ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,230221,2/21/2023,146021,CME ,00,146 ,4700,141,372,116,851,102,75,1689,2477,450,385,516,26,3733,4134,967,566,328,-26,-24,34,297,-44,-44,72,47,199,-348,95,26,210,289,118,39,100,3,7.9,2.5,18.1,2.2,1.6,35.9,52.7,9.6,8.2,11,0.6,79.4,88,20.6,12,69,,5,,6,,,17,22,12,6,7,,43,42,32.7,21.1,42.8,37.9,30.4,21.1,40.2,36.3,(50 Index Points),F85,FutOnly
ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,230214,2/14/2023,146021,CME ,00,146 ,4372,167,396,82,554,146,119,1617,2430,251,733,421,0,3523,3845,849,527,-287,0,-31,-39,23,12,22,-390,-17,-92,287,-200,-16,-205,-361,-82,74,100,3.8,9.1,1.9,12.7,3.3,2.7,37,55.6,5.7,16.8,9.6,0,80.6,87.9,19.4,12.1,70,,7,,5,,,16,18,7,9,7,0,41,41,33.8,26,44.1,41,33.8,26,44,39.9,(50 Index Points),F85,FutOnly
ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,230207,2/7/2023,146021,CME ,00,146 ,4659,167,427,121,531,134,97,2007,2447,343,446,621,16,3728,4206,931,453,328,9,-359,-16,253,-20,72,-29,272,113,-33,214,-8,361,268,-33,60,100,3.6,9.2,2.6,11.4,2.9,2.1,43.1,52.5,7.4,9.6,13.3,0.3,80,90.3,20,9.7,73,,7,4,5,,,19,18,9,8,8,,49,39,28,29,38.2,44.9,28,27.5,37.9,43.4,(50 Index Points),F85,FutOnly
ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,230131,1/31/2023,146021,CME ,00,146 ,4331,158,786,137,278,154,25,2036,2175,230,479,407,24,3367,3938,964,393,-716,0,9,50,-169,52,-15,-459,245,-10,-81,-800,-10,-694,-479,-22,-237,100,3.6,18.1,3.2,6.4,3.6,0.6,47,50.2,5.3,11.1,9.4,0.6,77.7,90.9,22.3,9.1,78,,7,4,5,,,20,19,8,9,10,,49,43,27.8,34.8,37,50.8,27.8,34.6,36.9,48.8,(50 Index Points),F85,FutOnly
ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,230124,1/24/2023,146021,CME ,00,146 ,5047,158,777,87,447,102,40,2495,1930,240,560,1207,34,4061,4417,986,630,-538,-9,-45,-30,-7,-62,-94,-364,93,143,-113,-668,-18,-492,-681,-46,143,100,3.1,15.4,1.7,8.9,2,0.8,49.4,38.2,4.8,11.1,23.9,0.7,80.5,87.5,19.5,12.5,71,,6,,4,,,24,15,6,9,8,,45,37,28.2,36,40.8,54.8,28,36,39.5,54.8,(50 Index Points),F85,FutOnly
ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,230117,1/17/2023,146021,CME ,00,146 ,5585,167,822,117,454,164,134,2859,1837,97,673,1875,52,4553,5098,1032,487,143,-31,92,45,288,-102,19,71,-548,-46,-313,630,52,85,142,58,1,100,3,14.7,2.1,8.1,2.9,2.4,51.2,32.9,1.7,12.1,33.6,0.9,81.5,91.3,18.5,8.7,79,,5,,4,,,25,17,6,12,9,,52,40,31.4,37.7,43.1,55.9,31.4,37.2,43.1,55.2,(50 Index Points),F85,FutOnly
ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,230110,1/10/2023,146021,CME ,00,146 ,5442,198,730,72,166,266,115,2788,2385,143,986,1245,0,4468,4956,974,486,-535,0,41,-4,132,-387,84,-281,-108,30,-831,-58,0,-870,-402,335,-133,100,3.6,13.4,1.3,3.1,4.9,2.1,51.2,43.8,2.6,18.1,22.9,0,82.1,91.1,17.9,8.9,71,,4,,,4,,19,19,7,11,8,0,43,40,32.9,40.8,45.1,57.6,32.9,40.4,45.1,57.2,(50 Index Points),F85,FutOnly
ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,230103,1/3/2023,146021,CME ,00,146 ,5977,198,689,76,34,653,31,3069,2493,113,1817,1303,0,5338,5358,639,619,-222,-16,2,10,0,72,16,494,191,-419,-238,-20,0,-153,-148,-69,-74,100,3.3,11.5,1.3,0.6,10.9,0.5,51.3,41.7,1.9,30.4,21.8,0,89.3,89.6,10.7,10.4,70,,4,,,5,,14,23,5,10,8,0,33,47,48.6,33.9,69.2,50,48.6,33.8,68.8,49.9,(50 Index Points),F85,FutOnly
MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,230228,2/28/2023,146022,CME ,00,146 ,13223,0,1099,0,1401,0,0,1429,8239,193,9598,3279,5,12626,12815,597,408,-6730,-296,-4543,0,247,-166,0,-1086,2947,-5367,41,407,-2,-6463,-6724,-267,-6,100,0,8.3,0,10.6,0,0,10.8,62.3,1.5,72.6,24.8,0,95.5,96.9,4.5,3.1,89,0,,0,,0,0,6,6,,51,21,,62,29,35.5,73,52.7,83.7,35.5,71.5,52.7,82.2,(0.1 Index Points),F85,FutOnly
